<TICKER>,x,<CLOSE>,<OPENINT>,<COl12>,Date
????_??6,20170815,81696.3,3219731940,Overall Index,8/14/2017
????_??6,20170816,81741.9,3221878822,Overall Index,8/15/2017
????_??6,20170819,81954.9,3223668370,Overall Index,8/16/2017
????_??6,20170820,82016.2,3232070149,Overall Index,8/19/2017
????_??6,20170821,82075,3234487096,Overall Index,8/20/2017
????_??6,20170822,82372.4,3236806157,Overall Index,8/21/2017
????_??6,20170823,82541.8,3248533622,Overall Index,8/22/2017
????_??6,20170826,82897.1,3255214861,Overall Index,8/23/2017
????_??6,20170827,82885,3269227233,Overall Index,8/26/2017
????_??6,20170828,83012.1,3268750165,Overall Index,8/27/2017
????_??6,20170829,83252,3273762387,Overall Index,8/28/2017
????_??6,20170830,83272.9,3282691807,Overall Index,8/29/2017
????_??6,20170902,83428.2,3283216190,Overall Index,8/30/2017
????_??6,20170903,83345.2,3289339656,Overall Index,9/2/2017
????_??6,20170904,83452.1,3286068295,Overall Index,9/3/2017
????_??6,20170905,83733.5,3290530342,Overall Index,9/4/2017
????_??6,20170906,83675.3,3301626405,Overall Index,9/5/2017
????_??6,20170910,83255.7,3299330705,Overall Index,9/6/2017
????_??6,20170911,83369.1,3282391704,Overall Index,9/10/2017
????_??6,20170912,83469.2,3285865973,Overall Index,9/11/2017
????_??6,20170913,83523.8,3291370243,Overall Index,9/12/2017
????_??6,20170916,83683.2,3304924576,Overall Index,9/13/2017
????_??6,20170917,83916.6,3308677571,Overall Index,9/16/2017
????_??6,20170918,84414.5,3317909179,Overall Index,9/17/2017
????_??6,20170919,85343.9,3337591609,Overall Index,9/18/2017
????_??6,20170920,85831.8,3373177317,Overall Index,9/19/2017
????_??6,20170923,85798.4,3388123189,Overall Index,9/20/2017
????_??6,20170924,85588.8,3386804976,Overall Index,9/23/2017
????_??6,20170925,85516.9,3416478562,Overall Index,9/24/2017
????_??6,20170926,85628.8,3413605061,Overall Index,9/25/2017
????_??6,20170927,85819,3418012299,Overall Index,9/26/2017
????_??6,20171002,85514.9,3425604214,Overall Index,9/27/2017
????_??6,20171003,85355,3413465855,Overall Index,10/2/2017
????_??6,20171004,85429.5,3407081991,Overall Index,10/3/2017
????_??6,20171007,85069.5,3410057381,Overall Index,10/4/2017
????_??6,20171008,84564.9,3395685205,Overall Index,10/7/2017
????_??6,20171009,84611.6,3375527714,Overall Index,10/8/2017
????_??6,20171010,84734.4,3377391957,Overall Index,10/9/2017
????_??6,20171011,84744.1,3382290085,Overall Index,10/10/2017
????_??6,20171014,85263.6,3382679466,Overall Index,10/11/2017
????_??6,20171015,85394.9,3403414486,Overall Index,10/14/2017
????_??6,20171016,85590.7,3408658070,Overall Index,10/15/2017
????_??6,20171017,85660,3416472469,Overall Index,10/16/2017
????_??6,20171018,85768,3419239343,Overall Index,10/17/2017
????_??6,20171021,86430.5,3435969640,Overall Index,10/18/2017
????_??6,20171022,86480.2,3459823969,Overall Index,10/21/2017
????_??6,20171023,86346.2,3461653708,Overall Index,10/22/2017
????_??6,20171024,86529.2,3436276885,Overall Index,10/23/2017
????_??6,20171025,86636.8,3443907315,Overall Index,10/24/2017
????_??6,20171028,86935.4,3448426572,Overall Index,10/25/2017
????_??6,20171029,87416.6,3460310696,Overall Index,10/28/2017
????_??6,20171030,87477.2,3489429409,Overall Index,10/29/2017
????_??6,20171031,87649.9,3491846153,Overall Index,10/30/2017
????_??6,20171101,87844.9,3498741343,Overall Index,10/31/2017
????_??6,20171104,87868.6,3506748136,Overall Index,11/1/2017
????_??6,20171105,87905.1,3507693599,Overall Index,11/4/2017
????_??6,20171107,87883.1,3506699364,Overall Index,11/5/2017
????_??6,20171108,87897.4,3508273172,Overall Index,11/7/2017
????_??6,20171111,87795.2,3509514374,Overall Index,11/8/2017
????_??6,20171112,87744.7,3505434647,Overall Index,11/11/2017
????_??6,20171113,87832.5,3503334650,Overall Index,11/12/2017
????_??6,20171114,87949.8,3508048478,Overall Index,11/13/2017
????_??6,20171115,88005.9,3512731587,Overall Index,11/14/2017
????_??6,20171118,88202.3,3511428255,Overall Index,11/15/2017
????_??6,20171120,88261.2,3519224387,Overall Index,11/18/2017
????_??6,20171121,88774.6,3521572712,Overall Index,11/20/2017
????_??6,20171122,89339.1,3541979982,Overall Index,11/21/2017
????_??6,20171125,90469.5,3564503011,Overall Index,11/22/2017
????_??6,20171126,90655.5,3609531646,Overall Index,11/25/2017
????_??6,20171128,91255.2,3616950828,Overall Index,11/26/2017
????_??6,20171129,91152.2,3639919281,Overall Index,11/28/2017
????_??6,20171202,91296.7,3635809978,Overall Index,11/29/2017
????_??6,20171203,90951.8,3641573081,Overall Index,12/2/2017
????_??6,20171204,90936.6,3627819227,Overall Index,12/3/2017
????_??6,20171205,91092.2,3627210937,Overall Index,12/4/2017
????_??6,20171209,91160.3,3637935776,Overall Index,12/5/2017
????_??6,20171210,91198.9,3640654354,Overall Index,12/9/2017
????_??6,20171211,91552.4,3642163031,Overall Index,12/10/2017
????_??6,20171212,92628.9,3656279605,Overall Index,12/11/2017
????_??6,20171213,93283.7,3699228228,Overall Index,12/12/2017
????_??6,20171216,94606.4,3777062491,Overall Index,12/13/2017
????_??6,20171217,95600.7,3816759884,Overall Index,12/16/2017
????_??6,20171218,95477.4,3811835537,Overall Index,12/17/2017
????_??6,20171219,95590.6,3816355153,Overall Index,12/18/2017
????_??6,20171220,95508.6,3813082483,Overall Index,12/19/2017
????_??6,20171223,96816,3873226209,Overall Index,12/20/2017
????_??6,20171224,97529.3,3901762993,Overall Index,12/23/2017
????_??6,20171225,98358.4,3935031934,Overall Index,12/24/2017
????_??6,20171226,98152.7,3926069688,Overall Index,12/25/2017
????_??6,20171227,97899.1,3915924131,Overall Index,12/26/2017
????_??6,20171230,97211.4,3888414589,Overall Index,12/27/2017
????_??6,20171231,95561.5,3822422013,Overall Index,12/30/2017
????_??6,20180101,96207.9,3848278475,Overall Index,12/31/2017
????_??6,20180102,96241.2,3849609800,Overall Index,1/1/2018
????_??6,20180103,95929.4,3837136966,Overall Index,1/2/2018
????_??6,20180106,96270.3,3848500211,Overall Index,1/3/2018
????_??6,20180107,96234.5,3847067127,Overall Index,1/6/2018
????_??6,20180108,96332.5,3850985118,Overall Index,1/7/2018
????_??6,20180109,96149.2,3843658400,Overall Index,1/8/2018
????_??6,20180110,96185.9,3845740919,Overall Index,1/9/2018
????_??6,20180113,96627.5,3852400666,Overall Index,1/10/2018
????_??6,20180114,97228.6,3876366533,Overall Index,1/13/2018
????_??6,20180115,97944,3904836334,Overall Index,1/14/2018
????_??6,20180116,98596.9,3930863144,Overall Index,1/15/2018
????_??6,20180117,98923.5,3943884806,Overall Index,1/16/2018
????_??6,20180120,98817.2,3939540148,Overall Index,1/17/2018
????_??6,20180121,98221,3915055415,Overall Index,1/20/2018
????_??6,20180122,98628.4,3930524295,Overall Index,1/21/2018
????_??6,20180123,99224.7,3955439553,Overall Index,1/22/2018
????_??6,20180124,99522.1,3967043509,Overall Index,1/23/2018
????_??6,20180127,99355.5,3963699853,Overall Index,1/24/2018
????_??6,20180128,99414.5,3966053441,Overall Index,1/27/2018
????_??6,20180129,99046.1,3951355097,Overall Index,1/28/2018
????_??6,20180130,98557.8,3931877061,Overall Index,1/29/2018
????_??6,20180131,98133.5,3914947815,Overall Index,1/30/2018
????_??6,20180203,97718.8,3898403379,Overall Index,1/31/2018
????_??6,20180204,97808.1,3900697395,Overall Index,2/3/2018
????_??6,20180205,98033.5,3909885018,Overall Index,2/4/2018
????_??6,20180206,97927.5,3905656115,Overall Index,2/5/2018
????_??6,20180207,98299.7,3923843245,Overall Index,2/6/2018
????_??6,20180210,97782.7,3903205963,Overall Index,2/7/2018
????_??6,20180212,97924.7,3908874101,Overall Index,2/10/2018
????_??6,20180213,98103.3,3916004589,Overall Index,2/12/2018
????_??6,20180214,98347.9,3923175951,Overall Index,2/13/2018
????_??6,20180217,98429.6,3922732701,Overall Index,2/14/2018
????_??6,20180218,98300.6,3917589841,Overall Index,2/17/2018
????_??6,20180219,98148.5,3911090543,Overall Index,2/18/2018
????_??6,20180221,98157.3,3911440266,Overall Index,2/19/2018
????_??6,20180224,98176.9,3912701902,Overall Index,2/21/2018
????_??6,20180225,98080.2,3908910422,Overall Index,2/24/2018
????_??6,20180226,98098.5,3909287222,Overall Index,2/25/2018
????_??6,20180227,98100.8,3909379954,Overall Index,2/26/2018
????_??6,20180228,97961.7,3903671980,Overall Index,2/27/2018
????_??6,20180303,97388.7,3880837047,Overall Index,2/28/2018
????_??6,20180304,97354.3,3879221222,Overall Index,3/3/2018
????_??6,20180305,97182.6,3872043576,Overall Index,3/4/2018
????_??6,20180306,96991,3864508001,Overall Index,3/5/2018
????_??6,20180307,96860.3,3858822221,Overall Index,3/6/2018
????_??6,20180310,96594.5,3852685361,Overall Index,3/7/2018
????_??6,20180311,96028.4,3830290148,Overall Index,3/10/2018
????_??6,20180312,96194.4,3834559087,Overall Index,3/11/2018
????_??6,20180313,96314.1,3838144976,Overall Index,3/12/2018
????_??6,20180314,95525.9,3808984395,Overall Index,3/13/2018
????_??6,20180317,95577.3,3796285355,Overall Index,3/14/2018
????_??6,20180318,95819.6,3805634046,Overall Index,3/17/2018
????_??6,20180319,96289.9,3822877875,Overall Index,3/18/2018
????_??6,20180325,96425.9,3828274243,Overall Index,3/19/2018
????_??6,20180326,96489.7,3838208263,Overall Index,3/25/2018
????_??6,20180327,96596.6,3842461560,Overall Index,3/26/2018
????_??6,20180328,96938.8,3856074952,Overall Index,3/27/2018
????_??6,20180403,97086.1,3861934144,Overall Index,3/28/2018
????_??6,20180404,97150.5,3864495990,Overall Index,4/3/2018
????_??6,20180407,96779.8,3849749939,Overall Index,4/4/2018
????_??6,20180408,96341.2,3832302930,Overall Index,4/7/2018
????_??6,20180409,97120.7,3863310322,Overall Index,4/8/2018
????_??6,20180410,96748,3848482446,Overall Index,4/9/2018
????_??6,20180411,96287,3830146206,Overall Index,4/10/2018
????_??6,20180415,95987.5,3818233264,Overall Index,4/11/2018
????_??6,20180416,95506.2,3799087651,Overall Index,4/15/2018
????_??6,20180417,95522.7,3798989343,Overall Index,4/16/2018
????_??6,20180418,95523.8,3798942273,Overall Index,4/17/2018
????_??6,20180421,95265.8,3788109210,Overall Index,4/18/2018
????_??6,20180422,94494.2,3756016568,Overall Index,4/21/2018
????_??6,20180423,94299.5,3748275815,Overall Index,4/22/2018
????_??6,20180424,94576.3,3759278834,Overall Index,4/23/2018
????_??6,20180425,94796.1,3768015317,Overall Index,4/24/2018
????_??6,20180428,94284.4,3748404638,Overall Index,4/25/2018
????_??6,20180429,93805.5,3730143999,Overall Index,4/28/2018
????_??6,20180430,93586.9,3690994980,Overall Index,4/29/2018
????_??6,20180501,93612.1,3691989347,Overall Index,4/30/2018
????_??6,20180505,93100.6,3670795116,Overall Index,5/1/2018
????_??6,20180506,92849.9,3661555812,Overall Index,5/5/2018
????_??6,20180507,93165.9,3672777527,Overall Index,5/6/2018
????_??6,20180508,93605.8,3690121354,Overall Index,5/7/2018
????_??6,20180509,93691.1,3692227168,Overall Index,5/8/2018
????_??6,20180512,93891.1,3699894488,Overall Index,5/9/2018
????_??6,20180513,94165.8,3708609814,Overall Index,5/12/2018
????_??6,20180514,94703.4,3729638918,Overall Index,5/13/2018
????_??6,20180515,94905.9,3737437009,Overall Index,5/14/2018
????_??6,20180516,94940.2,3722200657,Overall Index,5/15/2018
????_??6,20180519,95103.1,3728156880,Overall Index,5/16/2018
????_??6,20180520,95136.4,3729744820,Overall Index,5/19/2018
????_??6,20180521,95227.4,3727147456,Overall Index,5/20/2018
????_??6,20180522,95229.9,3727095114,Overall Index,5/21/2018
????_??6,20180523,95445,3726789343,Overall Index,5/22/2018
????_??6,20180526,95794,3740065877,Overall Index,5/23/2018
????_??6,20180527,95626,3733506762,Overall Index,5/26/2018
????_??6,20180528,95529.6,3728486760,Overall Index,5/27/2018
????_??6,20180529,95409.6,3720349439,Overall Index,5/28/2018
????_??6,20180530,95577.6,3726857906,Overall Index,5/29/2018
????_??6,20180602,95951.9,3740760424,Overall Index,5/30/2018
????_??6,20180603,95998.8,3741413297,Overall Index,6/2/2018
????_??6,20180609,96077.1,3755517435,Overall Index,6/3/2018
????_??6,20180610,95915.9,3748946426,Overall Index,6/9/2018
????_??6,20180611,95847.4,3745235832,Overall Index,6/10/2018
????_??6,20180612,96378.7,3765165671,Overall Index,6/11/2018
????_??6,20180613,99146.2,3871867846,Overall Index,6/12/2018
????_??6,20180617,102452.4,3975589906,Overall Index,6/13/2018
????_??6,20180618,104533.5,4043498029,Overall Index,6/17/2018
????_??6,20180619,106504.1,4118102097,Overall Index,6/18/2018
????_??6,20180620,108872.9,4209384075,Overall Index,6/19/2018
????_??6,20180623,109401.4,4211389209,Overall Index,6/20/2018
????_??6,20180624,112061.3,4313360890,Overall Index,6/23/2018
????_??6,20180625,115174.5,4433071359,Overall Index,6/24/2018
????_??6,20180626,113527.7,4366587909,Overall Index,6/25/2018
????_??6,20180627,111324.8,4278370128,Overall Index,6/26/2018
????_??6,20180630,111528.2,4286185801,Overall Index,6/27/2018
????_??6,20180701,108694.1,4101011748,Overall Index,6/30/2018
????_??6,20180702,109937.1,4126358131,Overall Index,7/1/2018
????_??6,20180703,112346.5,4293791572,Overall Index,7/2/2018
????_??6,20180704,112490,4300877183,Overall Index,7/3/2018
????_??6,20180707,111051.6,4245247023,Overall Index,7/4/2018
????_??6,20180708,110851.4,4237334260,Overall Index,7/7/2018
????_??6,20180710,110849,4229184381,Overall Index,7/8/2018
????_??6,20180711,109505.1,4141214517,Overall Index,7/10/2018
????_??6,20180714,108916.6,4256017157,Overall Index,7/11/2018
????_??6,20180715,108072.3,4234033938,Overall Index,7/14/2018
????_??6,20180716,108110,4226668297,Overall Index,7/15/2018
????_??6,20180717,107780.6,4203627569,Overall Index,7/16/2018
????_??6,20180718,107776.6,4198903719,Overall Index,7/17/2018
????_??6,20180721,108295.5,4225855262,Overall Index,7/18/2018
????_??6,20180722,108830.8,4237002089,Overall Index,7/21/2018
????_??6,20180723,108658.9,4155783734,Overall Index,7/22/2018
????_??6,20180724,108395.9,4138535934,Overall Index,7/23/2018
????_??6,20180725,108800.1,4154248824,Overall Index,7/24/2018
????_??6,20180728,111877.9,4276153871,Overall Index,7/25/2018
????_??6,20180729,113852.3,4352803539,Overall Index,7/28/2018
????_??6,20180730,116759.5,4463953079,Overall Index,7/29/2018
????_??6,20180731,121173.5,4630091371,Overall Index,7/30/2018
????_??6,20180801,123951.3,4736231267,Overall Index,7/31/2018
????_??6,20180804,124353.7,4751944562,Overall Index,8/1/2018
????_??6,20180805,128448,4908096725,Overall Index,8/4/2018
????_??6,20180806,133646.2,5106722284,Overall Index,8/5/2018
????_??6,20180807,133584.4,5104362264,Overall Index,8/6/2018
????_??6,20180808,131521.6,5025544601,Overall Index,8/7/2018
????_??6,20180811,129013.8,4929717133,Overall Index,8/8/2018
????_??6,20180812,129901.9,4963652093,Overall Index,8/11/2018
????_??6,20180813,128522.7,4910954330,Overall Index,8/12/2018
????_??6,20180814,130927.7,5002849104,Overall Index,8/13/2018
????_??6,20180815,130476.9,4985623641,Overall Index,8/14/2018
????_??6,20180818,131535.8,5025835523,Overall Index,8/15/2018
????_??6,20180819,134354.8,5133544025,Overall Index,8/18/2018
????_??6,20180820,137072.9,5237395178,Overall Index,8/19/2018
????_??6,20180821,136910.6,5231193416,Overall Index,8/20/2018
????_??6,20180825,136343.4,5209520163,Overall Index,8/21/2018
????_??6,20180826,138582.6,5282621578,Overall Index,8/25/2018
????_??6,20180827,140309.2,5348438538,Overall Index,8/26/2018
????_??6,20180828,136765.9,5213810939,Overall Index,8/27/2018
????_??6,20180829,137472.4,5244557788,Overall Index,8/28/2018
????_??6,20180901,136109.7,5192573719,Overall Index,8/29/2018
????_??6,20180902,133676.1,5099732181,Overall Index,9/1/2018
????_??6,20180903,135257.8,5160071075,Overall Index,9/2/2018
????_??6,20180904,137983.8,5262742098,Overall Index,9/3/2018
????_??6,20180905,137714.2,5252958125,Overall Index,9/4/2018
????_??6,20180908,139628.7,5325735699,Overall Index,9/5/2018
????_??6,20180909,142234.4,5425124253,Overall Index,9/8/2018
????_??6,20180910,146998.7,5609536350,Overall Index,9/9/2018
????_??6,20180911,148577.6,5669788849,Overall Index,9/10/2018
????_??6,20180912,155061.1,5918171187,Overall Index,9/11/2018
????_??6,20180915,158119.2,6031932767,Overall Index,9/12/2018
????_??6,20180916,155710.2,5939961076,Overall Index,9/15/2018
????_??6,20180917,158071.9,6030052991,Overall Index,9/16/2018
????_??6,20180918,157328.7,6001699596,Overall Index,9/17/2018
????_??6,20180922,160538.2,6124137047,Overall Index,9/18/2018
????_??6,20180923,165072.1,6297092289,Overall Index,9/22/2018
????_??6,20180924,168624.5,6432608051,Overall Index,9/23/2018
????_??6,20180925,174618.2,6661252233,Overall Index,9/24/2018
????_??6,20180926,180635.6,6890803112,Overall Index,9/25/2018
????_??6,20180929,187406.1,7149078360,Overall Index,9/26/2018
????_??6,20180930,195104,7442736328,Overall Index,9/29/2018
????_??6,20181001,195480.2,7457085304,Overall Index,9/30/2018
????_??6,20181002,188259.4,7181056123,Overall Index,10/1/2018
????_??6,20181003,185559.3,7078061340,Overall Index,10/2/2018
????_??6,20181006,184085.2,7021833968,Overall Index,10/3/2018
????_??6,20181007,176419.4,6729423930,Overall Index,10/6/2018
????_??6,20181008,175185.5,6682357835,Overall Index,10/7/2018
????_??6,20181009,180847.6,6898574465,Overall Index,10/8/2018
????_??6,20181010,181015.7,6906089421,Overall Index,10/9/2018
????_??6,20181013,175033,6677669076,Overall Index,10/10/2018
????_??6,20181014,174923.5,6673492978,Overall Index,10/13/2018
????_??6,20181015,180601.5,6890110695,Overall Index,10/14/2018
????_??6,20181016,182834.1,6975287186,Overall Index,10/15/2018
????_??6,20181017,182929.1,6978794825,Overall Index,10/16/2018
????_??6,20181020,188575.8,7195390405,Overall Index,10/17/2018
????_??6,20181021,189438,7226019991,Overall Index,10/20/2018
????_??6,20181022,187778.9,7162465408,Overall Index,10/21/2018
????_??6,20181023,185318.7,7047390599,Overall Index,10/22/2018
????_??6,20181024,181060,6885428373,Overall Index,10/23/2018
????_??6,20181027,178841.3,6801053536,Overall Index,10/24/2018
????_??6,20181028,180626.9,6868957013,Overall Index,10/27/2018
????_??6,20181029,183219.5,6967361269,Overall Index,10/28/2018
????_??6,20181031,183367.3,6972983339,Overall Index,10/29/2018
????_??6,20181103,183448.8,6976081230,Overall Index,10/31/2018
????_??6,20181104,182918.6,6956217906,Overall Index,11/3/2018
????_??6,20181105,184159.8,7003418420,Overall Index,11/4/2018
????_??6,20181106,185100.4,7039188792,Overall Index,11/5/2018
????_??6,20181110,184231.1,7005655793,Overall Index,11/6/2018
????_??6,20181111,180668.3,6870176914,Overall Index,11/10/2018
????_??6,20181112,182211.7,6928608867,Overall Index,11/11/2018
????_??6,20181113,183212.2,6966651895,Overall Index,11/12/2018
